ime,posred,vrsta,tip,leto,zemljisce,velikost,cena,agencija,regija
"ČRNUČE, MIRNA LOKACIJA",Prodaja,Hiša,Samostojna,2017,620.0,258.6,700000.0,Realia d.o.o.,ljubljana-mesto
"ČRNUČE, NA BREŽINI",Prodaja,Hiša,Samostojna,1980,440.0,203.0,390000.0,ALEA nepremičninska družba d.o.o.,ljubljana-mesto
"ČRNUČE, NADGORICA",Prodaja,Stanovanje,dvosobno,1937,,60.0,139000.0,Zasebna ponudba,ljubljana-mesto
"ČRNUČE, NADGORICA",Prodaja,Hiša,Samostojna,2008,1325.0,314.0,396000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
"ČRNUČE, NADGORICA Z ATRIJEM",Prodaja,Hiša,Vrstna,2002,741.0,255.9,347000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
"ČRNUČE, OKOLICA",Prodaja,Hiša,Samostojna,2018,460.0,172.0,450000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
"ČRNUČE, POLANŠKOVA ULICA",Prodaja,Stanovanje,štirisobno,1988,,92.9,229000.0,Impressa d.o.o.,ljubljana-mesto
"ČRNUČE, POPOLNOMA ADAPTIRANO",Prodaja,Stanovanje,enosobno,2000,,41.8,135000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
"ČRNUČE, SIMONČIČEVA ULICA 2",Prodaja,Stanovanje,trisobno,2016,92.0,69.0,165000.0,Zasebna ponudba,ljubljana-mesto
ČRNUŠKA GMAJNA,Prodaja,Hiša,Samostojna,2001,190.0,49.0,189000.0,Zasebna ponudba,ljubljana-mesto
ČRNUŠKA GMAJNA,Prodaja,Hiša,Vrstna,1967,366.0,192.0,319000.0,"Nepremičninska agencija ""TLORIS"" Miro Torić s.p., Poslovna enota",ljubljana-mesto
DOBRUNJE,Prodaja,Stanovanje,dvosobno,2020,,45.3,174000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
DOBRUNJE,Prodaja,Stanovanje,enoinpolsobno,2005,,76.8,164000.0,FIN nepremičninsko posredovanje Robert Fekonja s.p.,ljubljana-mesto
DOBRUNJE,Prodaja,Hiša,Samostojna,2002,625.0,200.0,630000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
DOBRUNJE,Prodaja,Hiša,Samostojna,2018,800.0,250.0,399000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
DOBRUNJE,Prodaja,Poslovni prostor,Gostinski lokal,1995,1306.0,709.9,850000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona",ljubljana-mesto
"DOBRUNJE, OKOLICA",Prodaja,Poslovni prostor,Prostor za storitve,2007,800.0,236.0,399000.0,KU-MI nepremičnine d.o.o.,ljubljana-mesto
"DOBRUNJE, OKOLICA",Prodaja,Hiša,Samostojna,2007,800.0,236.0,399000.0,KU-MI nepremičnine d.o.o.,ljubljana-mesto
DOLGI MOST,Prodaja,Stanovanje,enoinpolsobno,1997,,45.4,153000.0,Zasebna ponudba,ljubljana-mesto
DOLGI MOST,Prodaja,Stanovanje,dvosobno,2001,,51.5,169000.0,"STAN nepremičnine d.o.o., Ljubljana",ljubljana-mesto
DOLGI MOST,Prodaja,Stanovanje,dvosobno,2001,,51.5,169000.0,Zasebna ponudba,ljubljana-mesto
DOLGI MOST,Prodaja,Stanovanje,trisobno,2007,,92.6,279000.0,SINEP družba za investiranje d.o.o.,ljubljana-mesto
DOLGI MOST,Prodaja,Stanovanje,štirisobno,1985,,108.5,259000.0,Svet Real d.o.o.,ljubljana-mesto
DOLGI MOST,Prodaja,Stanovanje,štirisobno,1990,98.0,130.2,260000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
DOLGI MOST,Prodaja,Hiša,Samostojna,1935,1879.0,292.0,700000.0,"Rodman MGM d.o.o., PE nepremičnine",ljubljana-mesto
DOLGI MOST,Prodaja,Hiša,Samostojna,2000,1879.0,292.0,650000.0,Lares nepremičninska družba d.o.o.,ljubljana-mesto
DOLGI MOST,Prodaja,Hiša,Samostojna,1987,401.0,315.6,575000.0,Aladin inženiring d.o.o.,ljubljana-mesto
DOLGI MOST,Prodaja,Hiša,Samostojna,2005,1264.0,360.0,750000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p.",ljubljana-mesto
DOLGI MOST,Prodaja,Hiša,Samostojna,1995,,389.7,1200000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVELJSKA GMAJNA,Prodaja,Stanovanje,dvoinpolsobno,1981,,64.48,185000.0,DVOREC POSREDNIŠKA HIŠA d.o.o.,ljubljana-mesto
"DRAVELJSKA GMAJNA, KAMNOGORIŠKA CESTA",Prodaja,Stanovanje,petsobno,2017,,121.7,409000.0,Harmonija nepremičnine Ksenja Kokalj s.p.,ljubljana-mesto
"DRAVELJSKA GMAJNA, KAMNOGORIŠKA CESTA",Prodaja,Stanovanje,štirisobno,2017,82.0,126.8,399000.0,Harmonija nepremičnine Ksenja Kokalj s.p.,ljubljana-mesto
"DRAVELJSKA GMAJNA, KAMNOGORIŠKA CESTA",Prodaja,Stanovanje,štirisobno,2017,,176.1,449000.0,Harmonija nepremičnine Ksenja Kokalj s.p.,ljubljana-mesto
DRAVLJE,Prodaja,Poslovni prostor,Pisarna,1994,,27.7,99000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,garsonjera,1994,,34.0,99000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,garsonjera,1995,,34.0,99000.0,Zasebna ponudba,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,garsonjera,1983,,35.0,109000.0,Roni nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,enosobno,1974,,40.0,120000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,enosobno,2008,,45.3,150000.0,Avenija nepremičnin d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1986,,49.6,149000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1974,,55.0,165000.0,Zasebna ponudba,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1976,,56.0,159000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1982,,59.2,166000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1982,,60.7,155500.0,Zasebna ponudba,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,1983,,61.0,169000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1975,,61.7,159000.0,"PRO LAND, nepremičninsko posredovanje, d.o.o.",ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,dvosobno,1986,,67.0,172000.0,Bidom d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2018,,88.0,329000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Poslovni prostor,Gostinski lokal,1987,,88.0,127000.0,"Dominos d.o.o., PE Ljubljana",ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,1982,,90.0,288000.0,"PRO LAND, nepremičninsko posredovanje, d.o.o.",ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,1984,,91.9,289000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,1984,,94.0,289000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2018,,97.8,356063.34,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2017,,98.1,329000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2017,,107.12,399000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2017,,107.13,396800.63,RCN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2017,,111.4,333000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona",ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,trisobno,2017,,111.4,333000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,,116.7,409000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,,116.8,416708.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,,119.5,449000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,petsobno,2018,,120.0,410000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,petsobno,2017,,120.2,416995.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,petsobno,2017,,120.2,416995.71,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,,125.2,405527.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2018,85.0,126.0,395000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2015,,126.5,469000.0,KREATIVDOM d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,petsobno,2018,,128.8,461345.4,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,petsobno,2017,,128.8,461345.4,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Samostojna,1962,649.0,130.8,420000.0,"Nepremičnine KLEMENČIČ, Borut Klemenčič Hočevar s.p.",ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,,132.15,449000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,1885.0,137.0,472189.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Atrijska,1982,259.0,139.0,380000.0,Zasebna ponudba,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2017,,167.0,449969.09,Rocco nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Dvostanovanjska,1927,,185.1,280000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Stanovanje,štirisobno,2019,,227.68,560000.0,RCN d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Samostojna,1998,441.0,260.0,575000.0,Garant - Gabrijela Smuk s.p.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Samostojna,1980,443.0,280.0,550000.0,Roni nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Samostojna,1980,433.0,280.8,540000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal",ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Samostojna,2010,1291.0,300.0,1190000.0,MICASA 6 nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Dvostanovanjska,1926,184.0,380.8,484000.0,Atrium nepremičnine d.o.o.,ljubljana-mesto
DRAVLJE,Prodaja,Hiša,Samostojna,1988,441.0,382.8,589000.0,Real Go d.o.o.,ljubljana-mesto
"DRAVLJE, BRILEJEVA ULICA",Prodaja,Stanovanje,štirisobno,1982,,91.9,289000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"DRAVLJE, BRILEJEVA ULICA",Prodaja,Stanovanje,štirisobno,1984,,94.0,289000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, CELOVŠKA",Prodaja,Stanovanje,garsonjera,1983,,21.5,64000.0,"Rodman MGM d.o.o., PE nepremičnine",ljubljana-mesto
"DRAVLJE, CELOVŠKA 263",Prodaja,Stanovanje,enosobno,2011,,29.8,120000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, CELOVŠKA CESTA 264",Prodaja,Stanovanje,garsonjera,1977,,17.0,58000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, CELOVŠKA CESTA 264, LIPA.",Prodaja,Stanovanje,garsonjera,1983,,19.22,68000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, ISKANA LOKACIJA V ŠIŠKI",Prodaja,Stanovanje,dvosobno,1977,,59.0,160000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, LEDARSKA ULICA 5B, NASELJE NOVE DIMENZIJE",Prodaja,Stanovanje,trisobno,2008,,84.1,144525.0,Sberbank banka d.d.,ljubljana-mesto
"DRAVLJE, LJ.",Prodaja,Stanovanje,garsonjera,1978,,27.9,92500.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, LJ. - ŠIŠKA",Prodaja,Poslovni prostor,Kombiniran prostor,2020,,34.0,99000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, LJ. ŠIŠKA",Prodaja,Stanovanje,trisobno,2017,,98.1,356000.0,Zasebna ponudba,ljubljana-mesto
"DRAVLJE, ODPRT POGLED NA PARK",Prodaja,Stanovanje,dvosobno,1974,,55.6,169000.0,PERFEKT B d.o.o.,ljubljana-mesto
"DRAVLJE, PILONOVA ULICA",Prodaja,Stanovanje,garsonjera,2008,,45.3,150000.0,ZWELO online nepremičninske storitve d.o.o.,ljubljana-mesto
"DRAVLJE, REGENTOVA C/PLEŠIČEVA U",Prodaja,Stanovanje,štirisobno,2019,11128.0,79.97,361350.0,Modra Vila d.o.o.,ljubljana-mesto
"DRAVLJE, REGENTOVA C/PLEŠIČEVA U",Prodaja,Stanovanje,štirisobno,2019,,135.63,560000.0,Modra Vila d.o.o.,ljubljana-mesto
"DRAVLJE, SOJERJEVA ULICA",Prodaja,Hiša,Samostojna,1952,640.0,234.5,430000.0,Agencija Vitraž d.o.o.,ljubljana-mesto
"DRAVLJE, ŠIŠKA",Prodaja,Stanovanje,trisobno,1890,150.0,100.0,185000.0,Zasebna ponudba,ljubljana-mesto
FUŽINE,Prodaja,Garaža,Vsi tipi,1985,,13.3,16000.0,Aladin inženiring d.o.o.,ljubljana-mesto
FUŽINE,Prodaja,Poslovni prostor,Prostor za storitve,1985,,30.0,80000.0,TRG NEPREMIČNIN d.o.o.,ljubljana-mesto
FUŽINE,Prodaja,Stanovanje,triinpolsobno,1983,,73.7,172000.0,Zasebna ponudba,ljubljana-mesto
FUŽINE,Prodaja,Stanovanje,štirisobno,1986,,79.8,224000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
FUŽINE,Prodaja,Stanovanje,štirisobno,1986,,96.6,224000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
FUŽINE,Prodaja,Stanovanje,štiriinpolsobno,1986,,97.6,199000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
FUŽINE,Prodaja,Poslovni prostor,Kombiniran prostor,2015,,190.0,235000.0,Altana d.o.o.,ljubljana-mesto
"FUŽINE, BLIŽINA PREGLOVEGA TRGA",Prodaja,Stanovanje,trisobno,1985,,83.6,250000.0,Zasebna ponudba,ljubljana-mesto
"FUŽINE, POT NA",Prodaja,Garaža,Vsi tipi,1983,,13.0,15000.0,Zasebna ponudba,ljubljana-mesto
"FUŽINE, RUSJANOV TRG",Prodaja,Stanovanje,enoinpolsobno,1986,,44.6,129000.0,"Ažur Trading, d.o.o.",ljubljana-mesto
"FUŽINE, ZALOŠKA CESTA",Prodaja,Poslovni prostor,Ordinacija,1993,,104.0,250000.0,Fortuna int. d.o.o.,ljubljana-mesto
GABRJE PRI JANČAH,Prodaja,Hiša,Samostojna,1857,600.0,115.0,39000.0,MKA nepremičnine d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Stanovanje,trisobno,1930,,88.0,290000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Stanovanje,štirisobno,2006,,106.2,336000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Stanovanje,štirisobno,2020,,116.2,453000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Stanovanje,štirisobno,2020,,116.2,453000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Stanovanje,štirisobno,2020,,120.63,518000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Hiša,Vrstna,1990,285.0,155.0,520000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Hiša,Samostojna,2006,600.0,240.0,599000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Hiša,Dvojček,2003,235.0,260.4,485000.0,Agencia d.o.o.,ljubljana-mesto
GALJEVICA,Prodaja,Hiša,Dvostanovanjska,2020,,467.42,595000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
"GALJEVICA, BLIZU ŠPICE",Prodaja,Stanovanje,dvoinpolsobno,1930,18.0,60.0,290000.0,KREATIVDOM d.o.o.,ljubljana-mesto
"GALJEVICA, SOSESKA MINIERA - STAN. C14",Prodaja,Stanovanje,štiriinpolsobno,2019,,97.6,299000.0,IPPAGRA d.o.o.,ljubljana-mesto
"GALJEVICA, SOSESKA MINIERA - STAN. D04",Prodaja,Stanovanje,petsobno,2019,,124.0,399000.0,IPPAGRA d.o.o.,ljubljana-mesto
"GALJEVICA, ZELO MIRNA SOSESKA",Prodaja,Hiša,Samostojna,1967,652.0,169.9,320000.0,Nepremičninsko posredništvo Edvard Vrtačnik s.p.,ljubljana-mesto
"GUNCLJE, K. O. STANEŽIČE",Prodaja,Poslovni prostor,Kombiniran prostor,1988,350.0,725.0,438000.0,Abaka d.o.o.,ljubljana-mesto
JARŠE,Prodaja,Hiša,Vrstna,1998,177.0,98.5,269000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
JARŠE,Prodaja,Hiša,Vrstna,2015,209.0,209.0,270000.0,Dom plus nepremičnine d.o.o.,ljubljana-mesto
"JARŠE, BLIŽINA BTC",Prodaja,Hiša,Vrstna,1964,323.0,138.7,310000.0,Agencija Vitraž d.o.o.,ljubljana-mesto
"JARŠE, S POSLOVNIM PROSTOROM",Prodaja,Hiša,Vrstna,2015,209.0,209.0,270000.0,Dom plus nepremičnine d.o.o.,ljubljana-mesto
"JARŠE, TROSTANOVANJSKA HIŠA Z GOSPODARSKIM OBJEKTOM IN ZAZID...",Prodaja,Hiša,Samostojna,1960,1247.0,333.0,340000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
JEŽA,Prodaja,Poslovni prostor,Drugo,1946,416.0,232.0,280000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal",ljubljana-mesto
JEŽA,Prodaja,Hiša,Drugo,1946,416.0,232.0,280000.0,"Nepremičninska družba d.o.o., PE RE/MAX Vogal",ljubljana-mesto
JEŽICA,Prodaja,Stanovanje,dvosobno,1978,,54.0,180000.0,MPTRG d.o.o.,ljubljana-mesto
JEŽICA,Prodaja,Hiša,Samostojna,2006,324.0,150.0,89000.0,Zasebna ponudba,ljubljana-mesto
JEŽICA,Prodaja,Hiša,Samostojna,1985,2443.0,254.0,497000.0,Senon d.o.o.,ljubljana-mesto
KLEČE,Prodaja,Stanovanje,štirisobno,2006,,126.1,319000.0,"Aeon nepremičnine, d.o.o., Century 21 Emona",ljubljana-mesto
"KLEČE, HIŠA S KMETIJSKIMI OBJEKTI",Prodaja,Posest,Kmetija,1920,73753.0,126.5,500000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
"KLEČE, HIŠA S KMETIJSKIMI OBJEKTI IN POVRŠINAMI",Prodaja,Hiša,Samostojna,1920,1626.0,126.5,500000.0,ABC nepremičnine d.o.o.,ljubljana-mesto
KODELJEVO,Prodaja,Stanovanje,dvoinpolsobno,1965,,55.0,185000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
KODELJEVO,Prodaja,Stanovanje,trisobno,1935,,76.0,228000.0,Novi list d.o.o.,ljubljana-mesto
KODELJEVO,Prodaja,Stanovanje,trisobno,1969,,76.1,225000.0,Agencija Katja d.o.o.,ljubljana-mesto
KODELJEVO,Prodaja,Hiša,Vrstna,1961,,114.0,295000.0,Zasebna ponudba,ljubljana-mesto
KODELJEVO,Prodaja,Hiša,Samostojna,1890,2328.0,260.4,1100000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
KODELJEVO,Prodaja,Hiša,Samostojna,2009,353.0,342.0,750000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
"KODELJEVO, BLIZU DIF - A",Prodaja,Stanovanje,dvosobno,1965,,45.0,170000.0,Rojal invest d.o.o.,ljubljana-mesto
"KODELJEVO, POVŠETOVA OB ŠPK",Prodaja,Stanovanje,trisobno,1939,,70.4,179000.0,"Rodman MGM d.o.o., PE nepremičnine",ljubljana-mesto
"KODELJEVO, POVŠETOVA OB ŠPK",Prodaja,Stanovanje,trisobno,1939,,70.4,179000.0,"Rodman MGM d.o.o., PE nepremičnine",ljubljana-mesto
KOLEZIJA,Prodaja,Stanovanje,dvosobno,1975,,59.7,208000.0,Akva d.o.o. PE nepremičnine,ljubljana-mesto
KOLEZIJA,Prodaja,Hiša,Samostojna,1924,,128.17,415000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
"KOLEZIJA, ODLIČNA LOKACIJA",Prodaja,Hiša,Vrstna,1964,190.0,160.0,445000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
KOSEZE,Prodaja,Garaža,Vsi tipi,1978,,15.5,26000.0,Zasebna ponudba,ljubljana-mesto
KOSEZE,Prodaja,Stanovanje,enosobno,1972,,30.3,96500.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Stanovanje,enosobno,1975,,41.5,120000.0,Zasebna ponudba,ljubljana-mesto
KOSEZE,Prodaja,Stanovanje,štirisobno,1974,,94.5,298000.0,Nepremičnine Plus d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Stanovanje,štirisobno,1974,,102.5,320000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Poslovni prostor,Ordinacija,1998,,109.0,179000.0,"PRO LAND, nepremičninsko posredovanje, d.o.o.",ljubljana-mesto
KOSEZE,Prodaja,Stanovanje,trisobno,2017,,111.0,333000.0,Senon d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Poslovni prostor,Gostinski lokal,1992,,135.0,560000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Stanovanje,trisobno,1998,,171.0,499000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
KOSEZE,Prodaja,Hiša,Samostojna,1984,429.0,178.0,497000.0,"GB nepremičnine, Goran Barišić s.p.",ljubljana-mesto
KOSEZE,Prodaja,Hiša,Vrstna,2001,155.0,212.0,625000.0,MESTO NEPREMIČNIN d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Hiša,Dvostanovanjska,1957,980.0,224.0,1200000.0,Setr Kurent d.o.o. - nepremičnine,ljubljana-mesto
KOSEZE,Prodaja,Hiša,Atrijska,2003,,301.0,930000.0,Mreža nepremičnin d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Hiša,Samostojna,1985,660.0,335.0,670000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Poslovni prostor,Drugo,1985,660.0,335.0,670000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Hiša,Samostojna,2002,570.0,396.0,895000.0,"Stoja trade, d.o.o., Ljubljana",ljubljana-mesto
KOSEZE,Prodaja,Hiša,Samostojna,2002,500.0,396.0,895000.0,D5 invest d.o.o.,ljubljana-mesto
KOSEZE,Prodaja,Hiša,Samostojna,2002,641.0,405.0,2200000.0,LJUBLJANA NEPREMIČNINE d.o.o.,ljubljana-mesto
"KOSEZE, ATRIJSKO",Prodaja,Stanovanje,trisobno,1978,,105.0,295000.0,Arcimboldo d.o.o.,ljubljana-mesto
"KOSEZE, BLIŽINA BAJERJA, PARKING",Prodaja,Stanovanje,triinpolsobno,1972,,71.6,215000.0,Dom plus nepremičnine d.o.o.,ljubljana-mesto
"KOSEZE, MED TRŽNICO IN MERCATORJEM",Prodaja,Stanovanje,štirisobno,1972,,95.0,324000.0,Arcimboldo d.o.o.,ljubljana-mesto
"KOSEZE, MOSTEC",Prodaja,Stanovanje,štirisobno,2001,53.0,96.0,460000.0,Zasebna ponudba,ljubljana-mesto
"KOSEZE, MOSTEC",Prodaja,Hiša,Vrstna,2003,155.0,212.0,625000.0,Mreža nepremičnin d.o.o.,ljubljana-mesto
"KOSEZE, NOVE DIMENZIJE LEDARSKA ULICA",Prodaja,Garaža,Parkirno mesto,2009,,14.0,12000.0,Sberbank banka d.d.,ljubljana-mesto
"KOSEZE, PENTHOUSE, LEDARSKA",Prodaja,Stanovanje,štirisobno,2008,,156.89,570000.0,Mreža nepremičnin d.o.o.,ljubljana-mesto
"KOSEZE, PODUTIŠKA CESTA",Prodaja,Garaža,Vsi tipi,2009,,21.3,18000.0,Rocco nepremičnine d.o.o.,ljubljana-mesto
"KOSEZE, UL. BRATOV BEZLAJEV 3",Prodaja,Hiša,Samostojna,1971,489.0,398.0,525000.0,Zasebna ponudba,ljubljana-mesto
"KOSEZE, VODNIKOVA CESTA 162 TRŽICA",Prodaja,Garaža,Vsi tipi,1982,,11.8,15500.0,Zasebna ponudba,ljubljana-mesto
LITOSTROJ,Prodaja,Garaža,Vsi tipi,1970,,14.0,12500.0,Zasebna ponudba,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,Soba,1968,,14.2,42000.0,TA-BU nepremičnine d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,dvosobno,2020,,60.9,193402.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,dvosobno,2020,,60.9,193402.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,dvosobno,2020,,61.1,204754.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,trisobno,2020,,79.5,225220.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,trisobno,2020,,80.5,235893.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,trisobno,2020,,80.9,237951.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,trisobno,2020,,80.9,256175.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,trisobno,2020,,80.9,250775.0,RCN d.o.o.,ljubljana-mesto
LITOSTROJ,Prodaja,Stanovanje,štirisobno,2020,,93.7,284388.0,RCN d.o.o.,ljubljana-mesto
